problem	cat	numsurveys	numrespondents	perc	year	month
8	1	3	3124	3.7820001	2006	1
9	1	3	3124	5.9759998	2006	1
10	1	3	3124	8.2650003	2006	1
11	1	3	3124	.26199999	2006	1
12	1	3	3124	0	2006	1
13	1	3	3124	2.447	2006	1
14	1	3	3124	.037	2006	1
15	1	3	3124	5.9660001	2006	1
101	2	3	3124	8.1529999	2006	1
102	2	3	3124	5.882	2006	1
103	2	3	3124	1.503	2006	1
104	2	3	3124	0	2006	1
105	2	3	3124	.092	2006	1
106	2	3	3124	.29300001	2006	1
107	2	3	3124	0	2006	1
108	2	3	3124	0	2006	1
109	2	3	3124	.45699999	2006	1
110	2	3	3124	0	2006	1
201	2	3	3124	1.363	2006	1
202	2	3	3124	.206	2006	1
203	2	3	3124	2.6630001	2006	1
204	2	3	3124	4.651	2006	1
205	2	3	3124	1.186	2006	1
206	2	3	3124	0	2006	1
207	2	3	3124	1.814	2006	1
208	2	3	3124	.40700001	2006	1
209	2	3	3124	0	2006	1
210	2	3	3124	.93599999	2006	1
211	2	3	3124	0	2006	1
212	2	3	3124	1.623	2006	1
213	2	3	3124	0	2006	1
214	2	3	3124	.041	2006	1
215	2	3	3124	.117	2006	1
216	2	3	3124	0	2006	1
217	2	3	3124	.477	2006	1
301	2	3	3124	0	2006	1
302	2	3	3124	.191	2006	1
304	2	3	3124	.094	2006	1
306	2	3	3124	0	2006	1
307	2	3	3124	0	2006	1
308	2	3	3124	.005	2006	1
309	2	3	3124	1.209	2006	1
310	2	3	3124	0	2006	1
401	2	3	3124	1.299	2006	1
402	2	3	3124	0	2006	1
403	2	3	3124	.067	2006	1
404	2	3	3124	.917	2006	1
405	2	3	3124	.057	2006	1
406	2	3	3124	0	2006	1
407	2	3	3124	0	2006	1
501	2	3	3124	.148	2006	1
502	2	3	3124	.55199999	2006	1
503	2	3	3124	.55199999	2006	1
504	2	3	3124	.138	2006	1
505	2	3	3124	0	2006	1
506	2	3	3124	1.189	2006	1
507	2	3	3124	0	2006	1
508	2	3	3124	.008	2006	1
509	2	3	3124	2.4760001	2006	1
601	2	3	3124	2.6860001	2006	1
602	2	3	3124	1.6950001	2006	1
603	2	3	3124	.054	2006	1
604	2	3	3124	6.277	2006	1
605	2	3	3124	11.8	2006	1
606	2	3	3124	0	2006	1
608	2	3	3124	.75700003	2006	1
609	2	3	3124	0	2006	1
610	2	3	3124	6.586	2006	1
611	2	3	3124	2.098	2006	1
701	2	3	3124	0	2006	1
702	2	3	3124	.54400003	2006	1
703	2	3	3124	0	2006	1
704	2	3	3124	0	2006	1
705	2	3	3124	0	2006	1
801	2	3	3124	.73400003	2006	1
802	2	3	3124	0	2006	1
803	2	3	3124	.022	2006	1
804	2	3	3124	2.4430001	2006	1
805	2	3	3124	0	2006	1
806	2	3	3124	.583	2006	1
807	2	3	3124	0	2006	1
901	2	3	3124	2.6689999	2006	1
902	2	3	3124	1.47	2006	1
903	2	3	3124	1.743	2006	1
904	2	3	3124	0	2006	1
905	2	3	3124	.094	2006	1
906	2	3	3124	0	2006	1
908	2	3	3124	0	2006	1
1001	2	3	3124	2.043	2006	1
1002	2	3	3124	.257	2006	1
1003	2	3	3124	0	2006	1
1004	2	3	3124	.84299999	2006	1
1005	2	3	3124	0	2006	1
1006	2	3	3124	.257	2006	1
1007	2	3	3124	0	2006	1
1008	2	3	3124	.257	2006	1
1009	2	3	3124	0	2006	1
1010	2	3	3124	1.0650001	2006	1
1011	2	3	3124	2.7019999	2006	1
1012	2	3	3124	.84299999	2006	1
1101	2	3	3124	.083	2006	1
1102	2	3	3124	.036	2006	1
1103	2	3	3124	.101	2006	1
1104	2	3	3124	.042	2006	1
1105	2	3	3124	0	2006	1
1106	2	3	3124	0	2006	1
1201	2	3	3124	0	2006	1
1301	2	3	3124	2.339	2006	1
1302	2	3	3124	.108	2006	1
1401	2	3	3124	.037	2006	1
1501	2	3	3124	5.9660001	2006	1
101	3	3	3124	8.1529999	2006	1
102	3	3	3124	5.882	2006	1
103	3	3	3124	1.503	2006	1
104	3	3	3124	0	2006	1
105	3	3	3124	.092	2006	1
106	3	3	3124	.29300001	2006	1
107	3	3	3124	0	2006	1
108	3	3	3124	0	2006	1
109	3	3	3124	.45699999	2006	1
110	3	3	3124	0	2006	1
501	3	3	3124	.148	2006	1
502	3	3	3124	.55199999	2006	1
503	3	3	3124	.55199999	2006	1
504	3	3	3124	.138	2006	1
505	3	3	3124	0	2006	1
506	3	3	3124	1.189	2006	1
201	4	3	3124	1.363	2006	1
202	4	3	3124	.206	2006	1
203	4	3	3124	2.6630001	2006	1
204	4	3	3124	4.651	2006	1
205	4	3	3124	1.186	2006	1
206	4	3	3124	0	2006	1
207	4	3	3124	1.814	2006	1
208	4	3	3124	.40700001	2006	1
209	4	3	3124	0	2006	1
210	4	3	3124	.93599999	2006	1
211	4	3	3124	0	2006	1
212	4	3	3124	1.623	2006	1
213	4	3	3124	0	2006	1
214	4	3	3124	.041	2006	1
215	4	3	3124	.117	2006	1
216	4	3	3124	0	2006	1
217	4	3	3124	.477	2006	1
506	5	3	3124	1.189	2006	1
601	5	3	3124	2.6860001	2006	1
602	5	3	3124	1.6950001	2006	1
603	5	3	3124	.054	2006	1
604	5	3	3124	6.277	2006	1
605	5	3	3124	11.8	2006	1
606	5	3	3124	0	2006	1
608	5	3	3124	.75700003	2006	1
609	5	3	3124	0	2006	1
610	5	3	3124	6.586	2006	1
611	5	3	3124	2.098	2006	1
701	5	3	3124	0	2006	1
702	5	3	3124	.54400003	2006	1
703	5	3	3124	0	2006	1
704	5	3	3124	0	2006	1
705	5	3	3124	0	2006	1
1	6	3	3124	17.886	2006	1
2	6	3	3124	1.499	2006	1
3	6	3	3124	4.7080002	2006	1
4	6	3	3124	.008	2006	1
5	6	3	3124	0	2006	1
6	6	3	3124	2.6630001	2006	1
7	6	3	3124	.75599998	2006	1
8	6	3	3124	2.4430001	2006	1
9	6	3	3124	2.4760001	2006	1
10	6	3	3124	.041	2006	1
12	6	3	3124	2.5450001	2006	1
13	6	3	3124	6.099	2006	1
14	6	3	3124	1.623	2006	1
15	6	3	3124	.875	2006	1
16	6	3	3124	21.014	2006	1
17	6	3	3124	0	2006	1
18	6	3	3124	.54400003	2006	1
19	6	3	3124	12.128	2006	1
20	6	3	3124	8.2650003	2006	1
21	6	3	3124	0	2006	1
22	6	3	3124	8.4230003	2006	1
23	6	3	3124	.037	2006	1
24	6	3	3124	5.9660001	2006	1
1	1	1	1018	13.437	2006	2
2	1	1	1018	12.563	2006	2
3	1	1	1018	.574	2006	2
4	1	1	1018	1.1619999	2006	2
5	1	1	1018	5.3449998	2006	2
6	1	1	1018	41.609001	2006	2
7	1	1	1018	.05	2006	2
8	1	1	1018	4.2399998	2006	2
9	1	1	1018	3.901	2006	2
10	1	1	1018	9.7119999	2006	2
11	1	1	1018	.046	2006	2
12	1	1	1018	0	2006	2
13	1	1	1018	1.437	2006	2
14	1	1	1018	0	2006	2
15	1	1	1018	5.9239998	2006	2
101	2	1	1018	8.5830002	2006	2
102	2	1	1018	4.4359999	2006	2
103	2	1	1018	.087	2006	2
104	2	1	1018	0	2006	2
105	2	1	1018	0	2006	2
106	2	1	1018	0	2006	2
107	2	1	1018	0	2006	2
108	2	1	1018	0	2006	2
109	2	1	1018	.331	2006	2
110	2	1	1018	0	2006	2
201	2	1	1018	.74800003	2006	2
202	2	1	1018	.019	2006	2
203	2	1	1018	1.722	2006	2
204	2	1	1018	5.881	2006	2
205	2	1	1018	.34400001	2006	2
206	2	1	1018	0	2006	2
207	2	1	1018	1.398	2006	2
208	2	1	1018	.583	2006	2
209	2	1	1018	0	2006	2
210	2	1	1018	0	2006	2
211	2	1	1018	0	2006	2
212	2	1	1018	1.354	2006	2
213	2	1	1018	0	2006	2
214	2	1	1018	0	2006	2
215	2	1	1018	.278	2006	2
216	2	1	1018	0	2006	2
217	2	1	1018	.236	2006	2
301	2	1	1018	0	2006	2
302	2	1	1018	0	2006	2
304	2	1	1018	.5	2006	2
306	2	1	1018	0	2006	2
307	2	1	1018	0	2006	2
308	2	1	1018	0	2006	2
309	2	1	1018	.074	2006	2
310	2	1	1018	0	2006	2
401	2	1	1018	.94199997	2006	2
402	2	1	1018	0	2006	2
403	2	1	1018	0	2006	2
404	2	1	1018	.221	2006	2
405	2	1	1018	0	2006	2
406	2	1	1018	0	2006	2
407	2	1	1018	0	2006	2
501	2	1	1018	0	2006	2
502	2	1	1018	.986	2006	2
503	2	1	1018	.986	2006	2
504	2	1	1018	.154	2006	2
505	2	1	1018	0	2006	2
506	2	1	1018	1.825	2006	2
507	2	1	1018	0	2006	2
508	2	1	1018	0	2006	2
509	2	1	1018	1.395	2006	2
601	2	1	1018	5.401	2006	2
602	2	1	1018	2.997	2006	2
603	2	1	1018	0	2006	2
604	2	1	1018	8.5979996	2006	2
605	2	1	1018	14.73	2006	2
606	2	1	1018	0	2006	2
608	2	1	1018	1.056	2006	2
609	2	1	1018	0	2006	2
610	2	1	1018	5.8850002	2006	2
611	2	1	1018	2.9419999	2006	2
701	2	1	1018	0	2006	2
702	2	1	1018	.05	2006	2
703	2	1	1018	0	2006	2
704	2	1	1018	0	2006	2
705	2	1	1018	0	2006	2
801	2	1	1018	.87900001	2006	2
802	2	1	1018	0	2006	2
803	2	1	1018	0	2006	2
804	2	1	1018	2.4070001	2006	2
805	2	1	1018	0	2006	2
806	2	1	1018	.74599999	2006	2
807	2	1	1018	.207	2006	2
901	2	1	1018	1.723	2006	2
902	2	1	1018	1.222	2006	2
903	2	1	1018	.456	2006	2
904	2	1	1018	0	2006	2
905	2	1	1018	.5	2006	2
906	2	1	1018	0	2006	2
908	2	1	1018	0	2006	2
1001	2	1	1018	2.3139999	2006	2
1002	2	1	1018	0	2006	2
1003	2	1	1018	0	2006	2
1004	2	1	1018	1.525	2006	2
1005	2	1	1018	0	2006	2
1006	2	1	1018	0	2006	2
1007	2	1	1018	0	2006	2
1008	2	1	1018	0	2006	2
1009	2	1	1018	0	2006	2
1010	2	1	1018	.58099997	2006	2
1011	2	1	1018	3.7679999	2006	2
1012	2	1	1018	1.525	2006	2
1101	2	1	1018	.046	2006	2
1102	2	1	1018	0	2006	2
1103	2	1	1018	0	2006	2
1104	2	1	1018	0	2006	2
1105	2	1	1018	0	2006	2
1106	2	1	1018	0	2006	2
1201	2	1	1018	0	2006	2
1301	2	1	1018	1.395	2006	2
1302	2	1	1018	.042	2006	2
1401	2	1	1018	0	2006	2
1501	2	1	1018	5.9239998	2006	2
101	3	1	1018	8.5830002	2006	2
102	3	1	1018	4.4359999	2006	2
103	3	1	1018	.087	2006	2
104	3	1	1018	0	2006	2
105	3	1	1018	0	2006	2
106	3	1	1018	0	2006	2
107	3	1	1018	0	2006	2
108	3	1	1018	0	2006	2
109	3	1	1018	.331	2006	2
110	3	1	1018	0	2006	2
501	3	1	1018	0	2006	2
502	3	1	1018	.986	2006	2
503	3	1	1018	.986	2006	2
504	3	1	1018	.154	2006	2
505	3	1	1018	0	2006	2
506	3	1	1018	1.825	2006	2
201	4	1	1018	.74800003	2006	2
202	4	1	1018	.019	2006	2
203	4	1	1018	1.722	2006	2
204	4	1	1018	5.881	2006	2
205	4	1	1018	.34400001	2006	2
206	4	1	1018	0	2006	2
207	4	1	1018	1.398	2006	2
208	4	1	1018	.583	2006	2
209	4	1	1018	0	2006	2
210	4	1	1018	0	2006	2
211	4	1	1018	0	2006	2
212	4	1	1018	1.354	2006	2
213	4	1	1018	0	2006	2
214	4	1	1018	0	2006	2
215	4	1	1018	.278	2006	2
216	4	1	1018	0	2006	2
217	4	1	1018	.236	2006	2
506	5	1	1018	1.825	2006	2
601	5	1	1018	5.401	2006	2
602	5	1	1018	2.997	2006	2
603	5	1	1018	0	2006	2
604	5	1	1018	8.5979996	2006	2
605	5	1	1018	14.73	2006	2
606	5	1	1018	0	2006	2
608	5	1	1018	1.056	2006	2
609	5	1	1018	0	2006	2
610	5	1	1018	5.8850002	2006	2
611	5	1	1018	2.9419999	2006	2
701	5	1	1018	0	2006	2
702	5	1	1018	.05	2006	2
703	5	1	1018	0	2006	2
704	5	1	1018	0	2006	2
705	5	1	1018	0	2006	2
1	6	1	1018	16.146	2006	2
2	6	1	1018	.574	2006	2
3	6	1	1018	6.0879998	2006	2
4	6	1	1018	0	2006	2
5	6	1	1018	0	2006	2
6	6	1	1018	1.722	2006	2
7	6	1	1018	.87900001	2006	2
8	6	1	1018	2.4070001	2006	2
9	6	1	1018	1.395	2006	2
10	6	1	1018	0	2006	2
12	6	1	1018	1.2079999	2006	2
13	6	1	1018	3.0220001	2006	2
14	6	1	1018	1.354	2006	2
15	6	1	1018	.74599999	2006	2
16	6	1	1018	28.149	2006	2
17	6	1	1018	0	2006	2
18	6	1	1018	.05	2006	2
19	6	1	1018	15.285	2006	2
20	6	1	1018	9.7119999	2006	2
21	6	1	1018	0	2006	2
22	6	1	1018	5.3379998	2006	2
23	6	1	1018	0	2006	2
24	6	1	1018	5.9239998	2006	2
1	1	2	1841	15.52	2006	3
2	1	2	1841	13.517	2006	3
3	1	2	1841	1.7920001	2006	3
4	1	2	1841	2.3050001	2006	3
5	1	2	1841	7.0510001	2006	3
6	1	2	1841	30.868999	2006	3
7	1	2	1841	.63800001	2006	3
8	1	2	1841	4.8959999	2006	3
9	1	2	1841	6.125	2006	3
10	1	2	1841	10.634	2006	3
11	1	2	1841	.48699999	2006	3
12	1	2	1841	0	2006	3
13	1	2	1841	2.638	2006	3
14	1	2	1841	0	2006	3
15	1	2	1841	3.5250001	2006	3
101	2	2	1841	8.0170002	2006	3
102	2	2	1841	4.6669998	2006	3
103	2	2	1841	2.28	2006	3
104	2	2	1841	0	2006	3
105	2	2	1841	.21600001	2006	3
106	2	2	1841	0	2006	3
107	2	2	1841	0	2006	3
108	2	2	1841	0	2006	3
109	2	2	1841	.33899999	2006	3
110	2	2	1841	0	2006	3
201	2	2	1841	2.1730001	2006	3
202	2	2	1841	.493	2006	3
203	2	2	1841	2.652	2006	3
204	2	2	1841	4.1469998	2006	3
205	2	2	1841	.685	2006	3
206	2	2	1841	0	2006	3
207	2	2	1841	1.224	2006	3
208	2	2	1841	.396	2006	3
209	2	2	1841	0	2006	3
210	2	2	1841	.43700001	2006	3
211	2	2	1841	0	2006	3
212	2	2	1841	.95899999	2006	3
213	2	2	1841	0	2006	3
214	2	2	1841	0	2006	3
215	2	2	1841	0	2006	3
216	2	2	1841	0	2006	3
217	2	2	1841	.352	2006	3
301	2	2	1841	0	2006	3
302	2	2	1841	.178	2006	3
304	2	2	1841	.20299999	2006	3
306	2	2	1841	0	2006	3
307	2	2	1841	0	2006	3
308	2	2	1841	.244	2006	3
309	2	2	1841	1.1670001	2006	3
310	2	2	1841	0	2006	3
401	2	2	1841	.778	2006	3
402	2	2	1841	0	2006	3
403	2	2	1841	0	2006	3
404	2	2	1841	1.22	2006	3
405	2	2	1841	.30700001	2006	3
406	2	2	1841	0	2006	3
407	2	2	1841	0	2006	3
501	2	2	1841	.315	2006	3
502	2	2	1841	1.026	2006	3
503	2	2	1841	1.026	2006	3
504	2	2	1841	.04	2006	3
505	2	2	1841	0	2006	3
506	2	2	1841	.84200001	2006	3
507	2	2	1841	0	2006	3
508	2	2	1841	0	2006	3
509	2	2	1841	3.803	2006	3
601	2	2	1841	4.099	2006	3
602	2	2	1841	1.633	2006	3
603	2	2	1841	.121	2006	3
604	2	2	1841	4.9780002	2006	3
605	2	2	1841	10.767	2006	3
606	2	2	1841	0	2006	3
608	2	2	1841	.91100001	2006	3
609	2	2	1841	0	2006	3
610	2	2	1841	6.6529999	2006	3
611	2	2	1841	1.7079999	2006	3
701	2	2	1841	0	2006	3
702	2	2	1841	.63800001	2006	3
703	2	2	1841	0	2006	3
704	2	2	1841	0	2006	3
705	2	2	1841	0	2006	3
801	2	2	1841	1.303	2006	3
802	2	2	1841	0	2006	3
803	2	2	1841	.168	2006	3
804	2	2	1841	2.7090001	2006	3
805	2	2	1841	0	2006	3
806	2	2	1841	.588	2006	3
807	2	2	1841	.12899999	2006	3
901	2	2	1841	3.303	2006	3
902	2	2	1841	1.728	2006	3
903	2	2	1841	.81400001	2006	3
904	2	2	1841	0	2006	3
905	2	2	1841	.28	2006	3
906	2	2	1841	0	2006	3
908	2	2	1841	0	2006	3
1001	2	2	1841	2.293	2006	3
1002	2	2	1841	1.332	2006	3
1003	2	2	1841	0	2006	3
1004	2	2	1841	.676	2006	3
1005	2	2	1841	0	2006	3
1006	2	2	1841	1.332	2006	3
1007	2	2	1841	0	2006	3
1008	2	2	1841	1.332	2006	3
1009	2	2	1841	0	2006	3
1010	2	2	1841	1.36	2006	3
1011	2	2	1841	1.6339999	2006	3
1012	2	2	1841	.676	2006	3
1101	2	2	1841	.264	2006	3
1102	2	2	1841	.064	2006	3
1103	2	2	1841	.16	2006	3
1104	2	2	1841	0	2006	3
1105	2	2	1841	0	2006	3
1106	2	2	1841	0	2006	3
1201	2	2	1841	0	2006	3
1301	2	2	1841	2.0869999	2006	3
1302	2	2	1841	.551	2006	3
1401	2	2	1841	0	2006	3
1501	2	2	1841	3.5250001	2006	3
101	3	2	1841	8.0170002	2006	3
102	3	2	1841	4.6669998	2006	3
103	3	2	1841	2.28	2006	3
104	3	2	1841	0	2006	3
105	3	2	1841	.21600001	2006	3
106	3	2	1841	0	2006	3
107	3	2	1841	0	2006	3
108	3	2	1841	0	2006	3
109	3	2	1841	.33899999	2006	3
110	3	2	1841	0	2006	3
501	3	2	1841	.315	2006	3
502	3	2	1841	1.026	2006	3
503	3	2	1841	1.026	2006	3
504	3	2	1841	.04	2006	3
505	3	2	1841	0	2006	3
506	3	2	1841	.84200001	2006	3
201	4	2	1841	2.1730001	2006	3
202	4	2	1841	.493	2006	3
203	4	2	1841	2.652	2006	3
204	4	2	1841	4.1469998	2006	3
205	4	2	1841	.685	2006	3
206	4	2	1841	0	2006	3
207	4	2	1841	1.224	2006	3
208	4	2	1841	.396	2006	3
209	4	2	1841	0	2006	3
210	4	2	1841	.43700001	2006	3
211	4	2	1841	0	2006	3
212	4	2	1841	.95899999	2006	3
213	4	2	1841	0	2006	3
214	4	2	1841	0	2006	3
215	4	2	1841	0	2006	3
216	4	2	1841	0	2006	3
217	4	2	1841	.352	2006	3
506	5	2	1841	.84200001	2006	3
601	5	2	1841	4.099	2006	3
602	5	2	1841	1.633	2006	3
603	5	2	1841	.121	2006	3
604	5	2	1841	4.9780002	2006	3
605	5	2	1841	10.767	2006	3
606	5	2	1841	0	2006	3
608	5	2	1841	.91100001	2006	3
609	5	2	1841	0	2006	3
610	5	2	1841	6.6529999	2006	3
611	5	2	1841	1.7079999	2006	3
701	5	2	1841	0	2006	3
702	5	2	1841	.63800001	2006	3
703	5	2	1841	0	2006	3
704	5	2	1841	0	2006	3
705	5	2	1841	0	2006	3
1	6	2	1841	18.323	2006	3
2	6	2	1841	1.7920001	2006	3
3	6	2	1841	4.5830002	2006	3
4	6	2	1841	0	2006	3
5	6	2	1841	0	2006	3
6	6	2	1841	2.652	2006	3
7	6	2	1841	1.471	2006	3
8	6	2	1841	2.7090001	2006	3
9	6	2	1841	3.803	2006	3
10	6	2	1841	0	2006	3
12	6	2	1841	2.4849999	2006	3
13	6	2	1841	5.3639998	2006	3
14	6	2	1841	.95899999	2006	3
15	6	2	1841	.588	2006	3
16	6	2	1841	18.34	2006	3
17	6	2	1841	0	2006	3
18	6	2	1841	.63800001	2006	3
19	6	2	1841	13.37	2006	3
20	6	2	1841	10.634	2006	3
21	6	2	1841	0	2006	3
22	6	2	1841	8.7629995	2006	3
23	6	2	1841	0	2006	3
24	6	2	1841	3.5250001	2006	3
1	1	3	2239	13.877	2006	4
2	1	3	2239	15.72	2006	4
3	1	3	2239	1.079	2006	4
4	1	3	2239	1.45	2006	4
5	1	3	2239	12.261	2006	4
6	1	3	2239	33.530998	2006	4
7	1	3	2239	.113	2006	4
8	1	3	2239	7.3340001	2006	4
9	1	3	2239	2.5369999	2006	4
10	1	3	2239	6.9390001	2006	4
11	1	3	2239	.084	2006	4
12	1	3	2239	0	2006	4
13	1	3	2239	2.0350001	2006	4
14	1	3	2239	0	2006	4
15	1	3	2239	3.04	2006	4
101	2	3	2239	7.5089998	2006	4
102	2	3	2239	3.5209999	2006	4
103	2	3	2239	1.864	2006	4
104	2	3	2239	0	2006	4
105	2	3	2239	0	2006	4
106	2	3	2239	0	2006	4
107	2	3	2239	0	2006	4
108	2	3	2239	.163	2006	4
109	2	3	2239	.81999999	2006	4
110	2	3	2239	0	2006	4
201	2	3	2239	1.518	2006	4
202	2	3	2239	.127	2006	4
203	2	3	2239	3.0929999	2006	4
204	2	3	2239	5.8390002	2006	4
205	2	3	2239	.921	2006	4
206	2	3	2239	0	2006	4
207	2	3	2239	1.7130001	2006	4
208	2	3	2239	.31600001	2006	4
209	2	3	2239	0	2006	4
210	2	3	2239	0	2006	4
211	2	3	2239	.21600001	2006	4
212	2	3	2239	1.743	2006	4
213	2	3	2239	0	2006	4
214	2	3	2239	0	2006	4
215	2	3	2239	.13500001	2006	4
216	2	3	2239	0	2006	4
217	2	3	2239	.099	2006	4
301	2	3	2239	0	2006	4
302	2	3	2239	.191	2006	4
304	2	3	2239	.36700001	2006	4
306	2	3	2239	0	2006	4
307	2	3	2239	.066	2006	4
308	2	3	2239	.08	2006	4
309	2	3	2239	.375	2006	4
310	2	3	2239	0	2006	4
401	2	3	2239	.72799999	2006	4
402	2	3	2239	0	2006	4
403	2	3	2239	.149	2006	4
404	2	3	2239	.51300001	2006	4
405	2	3	2239	0	2006	4
406	2	3	2239	.06	2006	4
407	2	3	2239	0	2006	4
501	2	3	2239	.505	2006	4
502	2	3	2239	.574	2006	4
503	2	3	2239	1.08	2006	4
504	2	3	2239	.40400001	2006	4
505	2	3	2239	0	2006	4
506	2	3	2239	.66000003	2006	4
507	2	3	2239	0	2006	4
508	2	3	2239	0	2006	4
509	2	3	2239	9.0369997	2006	4
601	2	3	2239	3.793	2006	4
602	2	3	2239	1.939	2006	4
603	2	3	2239	.38800001	2006	4
604	2	3	2239	4.1160002	2006	4
605	2	3	2239	18.424	2006	4
606	2	3	2239	0	2006	4
608	2	3	2239	.34299999	2006	4
609	2	3	2239	0	2006	4
610	2	3	2239	3.0190001	2006	4
611	2	3	2239	1.5089999	2006	4
701	2	3	2239	0	2006	4
702	2	3	2239	.113	2006	4
703	2	3	2239	0	2006	4
704	2	3	2239	0	2006	4
705	2	3	2239	0	2006	4
801	2	3	2239	1.22	2006	4
802	2	3	2239	0	2006	4
803	2	3	2239	.098	2006	4
804	2	3	2239	5.8540001	2006	4
805	2	3	2239	0	2006	4
806	2	3	2239	.162	2006	4
807	2	3	2239	0	2006	4
901	2	3	2239	1.202	2006	4
902	2	3	2239	.472	2006	4
903	2	3	2239	.66900003	2006	4
904	2	3	2239	0	2006	4
905	2	3	2239	.19400001	2006	4
906	2	3	2239	0	2006	4
908	2	3	2239	0	2006	4
1001	2	3	2239	2.3989999	2006	4
1002	2	3	2239	0	2006	4
1003	2	3	2239	0	2006	4
1004	2	3	2239	.82200003	2006	4
1005	2	3	2239	0	2006	4
1006	2	3	2239	0	2006	4
1007	2	3	2239	.226	2006	4
1008	2	3	2239	0	2006	4
1009	2	3	2239	0	2006	4
1010	2	3	2239	.528	2006	4
1011	2	3	2239	2.142	2006	4
1012	2	3	2239	.82200003	2006	4
1101	2	3	2239	.02	2006	4
1102	2	3	2239	.042	2006	4
1103	2	3	2239	.021	2006	4
1104	2	3	2239	0	2006	4
1105	2	3	2239	0	2006	4
1106	2	3	2239	0	2006	4
1201	2	3	2239	0	2006	4
1301	2	3	2239	1.9349999	2006	4
1302	2	3	2239	.1	2006	4
1401	2	3	2239	0	2006	4
1501	2	3	2239	3.04	2006	4
101	3	3	2239	7.5089998	2006	4
102	3	3	2239	3.5209999	2006	4
103	3	3	2239	1.864	2006	4
104	3	3	2239	0	2006	4
105	3	3	2239	0	2006	4
106	3	3	2239	0	2006	4
107	3	3	2239	0	2006	4
108	3	3	2239	.163	2006	4
109	3	3	2239	.81999999	2006	4
110	3	3	2239	0	2006	4
501	3	3	2239	.505	2006	4
502	3	3	2239	.574	2006	4
503	3	3	2239	1.08	2006	4
504	3	3	2239	.40400001	2006	4
505	3	3	2239	0	2006	4
506	3	3	2239	.66000003	2006	4
201	4	3	2239	1.518	2006	4
202	4	3	2239	.127	2006	4
203	4	3	2239	3.0929999	2006	4
204	4	3	2239	5.8390002	2006	4
205	4	3	2239	.921	2006	4
206	4	3	2239	0	2006	4
207	4	3	2239	1.7130001	2006	4
208	4	3	2239	.31600001	2006	4
209	4	3	2239	0	2006	4
210	4	3	2239	0	2006	4
211	4	3	2239	.21600001	2006	4
212	4	3	2239	1.743	2006	4
213	4	3	2239	0	2006	4
214	4	3	2239	0	2006	4
215	4	3	2239	.13500001	2006	4
216	4	3	2239	0	2006	4
217	4	3	2239	.099	2006	4
506	5	3	2239	.66000003	2006	4
601	5	3	2239	3.793	2006	4
602	5	3	2239	1.939	2006	4
603	5	3	2239	.38800001	2006	4
604	5	3	2239	4.1160002	2006	4
605	5	3	2239	18.424	2006	4
606	5	3	2239	0	2006	4
608	5	3	2239	.34299999	2006	4
609	5	3	2239	0	2006	4
610	5	3	2239	3.0190001	2006	4
611	5	3	2239	1.5089999	2006	4
701	5	3	2239	0	2006	4
702	5	3	2239	.113	2006	4
703	5	3	2239	0	2006	4
704	5	3	2239	0	2006	4
705	5	3	2239	0	2006	4
1	6	3	2239	16.593	2006	4
2	6	3	2239	1.079	2006	4
3	6	3	2239	5.8390002	2006	4
4	6	3	2239	0	2006	4
5	6	3	2239	.163	2006	4
6	6	3	2239	3.0929999	2006	4
7	6	3	2239	1.319	2006	4
8	6	3	2239	5.8540001	2006	4
9	6	3	2239	9.0369997	2006	4
10	6	3	2239	0	2006	4
12	6	3	2239	1.534	2006	4
13	6	3	2239	4.5139999	2006	4
14	6	3	2239	1.959	2006	4
15	6	3	2239	.162	2006	4
16	6	3	2239	25.527	2006	4
17	6	3	2239	0	2006	4
18	6	3	2239	.113	2006	4
19	6	3	2239	8.6639996	2006	4
20	6	3	2239	6.9390001	2006	4
21	6	3	2239	0	2006	4
22	6	3	2239	4.572	2006	4
23	6	3	2239	0	2006	4
24	6	3	2239	3.04	2006	4
1	1	2	1877	14.284	2006	5
2	1	2	1877	10.99	2006	5
3	1	2	1877	.77399999	2006	5
4	1	2	1877	.995	2006	5
5	1	2	1877	10.429	2006	5
6	1	2	1877	33.084999	2006	5
7	1	2	1877	.088	2006	5
8	1	2	1877	13.269	2006	5
9	1	2	1877	4.7589998	2006	5
10	1	2	1877	6.1149998	2006	5
11	1	2	1877	.24699999	2006	5
12	1	2	1877	0	2006	5
13	1	2	1877	1.2029999	2006	5
14	1	2	1877	0	2006	5
15	1	2	1877	3.76	2006	5
101	2	2	1877	9.2340002	2006	5
102	2	2	1877	4.5050001	2006	5
103	2	2	1877	0	2006	5
104	2	2	1877	0	2006	5
105	2	2	1877	.03	2006	5
106	2	2	1877	.292	2006	5
107	2	2	1877	0	2006	5
108	2	2	1877	0	2006	5
109	2	2	1877	.223	2006	5
110	2	2	1877	0	2006	5
201	2	2	1877	.986	2006	5
202	2	2	1877	.252	2006	5
203	2	2	1877	2.622	2006	5
204	2	2	1877	4.0300002	2006	5
205	2	2	1877	.73500001	2006	5
206	2	2	1877	0	2006	5
207	2	2	1877	.755	2006	5
208	2	2	1877	.47600001	2006	5
209	2	2	1877	0	2006	5
210	2	2	1877	0	2006	5
211	2	2	1877	0	2006	5
212	2	2	1877	.755	2006	5
213	2	2	1877	0	2006	5
214	2	2	1877	0	2006	5
215	2	2	1877	.081	2006	5
